gene_id,start,end,seqnames,strand
ENSG00000185420.18,245749351,245988562,chr1,-
ENSG00000123240.16,13100173,13138308,chr10,+
ENSG00000134802.17,57406954,57427121,chr11,-
ENSG00000165819.11,21498138,21511375,chr14,-
ENSG00000186910.3,94442464,94452790,chr14,-
ENSG00000073578.16,227609,256679,chr5,+
ENSG00000198952.8,156248610,156282825,chr1,-
ENSG00000040633.12,7235038,7238577,chr17,-
ENSG00000178222.12,1056254,1113541,chr4,-
chr17:1858000,1858447,1859507,chr17,+
ENSG00000115648.13,237487251,237553956,chr2,+
ENSG00000164535.14,6409129,6448012,chr7,-
ENSG00000089157.15,120196702,120201085,chr12,-
ENSG00000013441.15,200853081,200864662,chr2,-
ENSG00000131626.16,70270700,70372539,chr11,+
ENSG00000120948.16,11012662,11024043,chr1,+
ENSG00000106631.8,44138864,44141332,chr7,-
chr16:1533000,1533573,1555580,chr16,+
ENSG00000182173.12,75516561,75524739,chr17,+
ENSG00000173210.19,149141821,149260439,chr5,+
chr17:63588000,63588361,63589063,chr17,-
ENSG00000168615.11,38996986,39105001,chr8,+
ENSG00000064490.13,19192911,19201872,chr19,+
ENSG00000121058.4,56938187,56961054,chr17,-
ENSG00000168137.15,9397873,9445296,chr3,+
ENSG00000225830.12,49515201,49539040,chr10,-
ENSG00000159593.14,66812826,66830997,chr16,-
ENSG00000142937.11,44775573,44778739,chr1,+
ENSG00000116221.15,54200196,54218724,chr1,+
chr15:73256000,73256110,73257263,chr15,+
ENSG00000171604.11,139648712,139683882,chr5,+
ENSG00000244026.6,75422827,75435035,chr3,-
ENSG00000135506.15,57694132,57721510,chr12,+
chr6:96015000,96015953,96016913,chr6,+
ENSG00000254901.7,19176906,19192138,chr19,-
ENSG00000079246.15,216109351,216206291,chr2,+
ENSG00000087274.16,2843857,2930076,chr4,+
ENSG00000147654.14,109540177,109564964,chr8,+
ENSG00000004534.14,49940151,50077252,chr3,+
ENSG00000214706.10,50287732,50292389,chr3,-
ENSG00000143363.15,151008420,151035713,chr1,+
ENSG00000197530.12,1615879,1630605,chr1,+
ENSG00000178607.15,64064061,64130144,chr17,-
ENSG00000160226.15,44328944,44331968,chr21,-
chr12:3322000,3322640,3366122,chr12,-
chr2:159616000,159616570,159618211,chr2,+
ENSG00000116977.18,236523985,236549263,chr1,+
ENSG00000205339.9,9384652,9446744,chr11,+
ENSG00000087253.12,55509072,55542027,chr16,+
ENSG00000105552.14,48795066,48811020,chr19,-
ENSG00000075914.12,44976251,45036071,chr3,+
ENSG00000138381.9,189661459,189670831,chr2,+
chr17:7351000_ENSG00000213859.4,7351824,7354944,chr17,-
ENSG00000109113.18,28714284,28718222,chr17,-
ENSG00000122218.14,160289273,160343271,chr1,-
ENSG00000205323.8,55757274,55817756,chr12,-
ENSG00000181789.14,129249606,129277773,chr3,+
ENSG00000185482.7,57243453,57251188,chr12,-
ENSG00000144649.8,42936360,43059174,chr3,+
ENSG00000071553.16,154428663,154436516,chrX,+
ENSG00000180098.9,28553672,28578540,chr1,+
ENSG00000101307.15,1570517,1588669,chr20,-
ENSG00000115415.18,190979544,191014250,chr2,-
ENSG00000197102.10,102020034,102050791,chr14,+
ENSG00000147996.16,65675894,65733676,chr9,+
ENSG00000166135.13,100535915,100550006,chr10,+
ENSG00000204843.12,74361158,74391904,chr2,-
ENSG00000100288.19,50578963,50582845,chr22,-
ENSG00000156990.14,9837849,9844018,chr3,-
ENSG00000107262.18,33255025,33264720,chr9,-
ENSG00000166226.12,69585426,69601525,chr12,+
ENSG00000198931.10,88809469,88811944,chr16,-
ENSG00000148303.16,133348218,133351426,chr9,+
ENSG00000080824.18,102081049,102087044,chr14,-
ENSG00000167766.18,52614618,52690496,chr19,-
ENSG00000123737.12,121801346,121816444,chr4,+
ENSG00000137947.11,88852932,88891645,chr1,-
ENSG00000244754.8,32517621,32538782,chr13,-
ENSG00000152256.13,172556051,172598830,chr2,+
ENSG00000157020.17,10300931,10321178,chr3,-
ENSG00000091513.14,133746393,133778784,chr3,+
ENSG00000080802.18,135386151,135510127,chr7,-
ENSG00000196091.13,101594971,101685880,chr12,+
ENSG00000179152.19,44338776,44367879,chr3,+
ENSG00000127837.9,218264129,218270178,chr2,-
chr16:2203000,2203387,2204247,chr16,-
ENSG00000170275.14,33114054,33143158,chr3,+
ENSG00000173653.7,66843437,66846532,chr11,+
ENSG00000137831.14,70669094,70680034,chr15,-
ENSG00000206562.11,15413669,15427540,chr3,-
ENSG00000115380.19,55866612,55923795,chr2,-
ENSG00000170638.9,50185918,50199598,chr22,+
chr10:79557000,79557734,79560402,chr10,-
ENSG00000239900.12,40346529,40366517,chr22,+
ENSG00000142687.17,35447572,35557375,chr1,-
ENSG00000131100.12,17592169,17628733,chr22,-
ENSG00000123342.15,55836426,55842940,chr12,-
ENSG00000169045.17,179614178,179623721,chr5,-
ENSG00000150403.17,113491043,113552829,chr13,+
ENSG00000257103.8,34172525,34228096,chr19,+
ENSG00000114439.18,107522961,107806131,chr3,+
ENSG00000158062.20,26282282,26306633,chr1,-
ENSG00000173039.18,65655857,65662897,chr11,-
ENSG00000162627.16,98662223,98760500,chr1,+
chr16:70646000,70646550,70648573,chr16,+
ENSG00000110768.11,18322295,18366813,chr11,+
ENSG00000087206.16,176969283,177006408,chr5,-
ENSG00000169180.11,28097979,28133925,chr16,-
ENSG00000155660.10,149003062,149028468,chr7,-
ENSG00000144199.11,97083583,97094934,chr2,-
ENSG00000120438.11,159778964,159789703,chr6,-
ENSG00000175662.17,17843511,17972404,chr17,-
chr6:63211000,63211446,63211961,chr6,+
ENSG00000156990.14,9837849,9844018,chr3,-
ENSG00000105193.8,39433207,39435936,chr19,-
ENSG00000108788.11,42567102,42572705,chr17,+
ENSG00000151881.14,43445238,43483885,chr5,-
ENSG00000198707.14,88136096,88142077,chr12,-
ENSG00000003147.17,8113184,8262612,chr7,-
ENSG00000120885.21,27597996,27614700,chr8,-
ENSG00000062716.12,59707651,59840591,chr17,+
ENSG00000174606.13,212994729,213015493,chr1,-
ENSG00000183785.14,18110687,18131154,chr22,+
ENSG00000167110.17,128262597,128275989,chr9,-
ENSG00000151725.11,184694087,184734130,chr4,-
ENSG00000117862.11,52020131,52055176,chr1,-
ENSG00000117394.20,42926156,42958859,chr1,-
ENSG00000111615.13,75499527,75511621,chr12,-
chr2:177212000,177212726,177213194,chr2,+
ENSG00000145730.20,102866010,103029730,chr5,+
ENSG00000075790.10,107580246,107630718,chr7,+
ENSG00000137776.16,58879425,58897120,chr15,-
ENSG00000134987.11,111092347,111123923,chr5,+
ENSG00000062716.12,59707651,59840591,chr17,+
ENSG00000143252.14,161314381,161363189,chr1,+
ENSG00000196262.13,44796681,44801631,chr7,+
ENSG00000136010.13,105039163,105084577,chr12,-
ENSG00000183785.14,18110687,18131154,chr22,+
ENSG00000185164.14,18499925,18562176,chr16,-
ENSG00000147465.11,38143649,38150992,chr8,-
ENSG00000064961.18,3572948,3575964,chr19,+
ENSG00000182944.17,29268273,29300524,chr22,+
ENSG00000023734.10,15882391,15903478,chr12,+
chr9:129626000,129626153,129630438,chr9,+
ENSG00000146809.12,123601854,123637878,chr7,+
ENSG00000203995.9,52842736,52861398,chr1,+
chr16:968000,968713,970982,chr16,-
ENSG00000118520.14,131573226,131584325,chr6,+
ENSG00000113240.12,178602665,178627114,chr5,-
ENSG00000177192.13,131929276,131943857,chr12,+
ENSG00000213930.11,34646675,34650598,chr9,+
ENSG00000065989.15,10452939,10467931,chr19,+
ENSG00000120837.7,104119355,104138017,chr12,-
ENSG00000205777.17,49589529,49606109,chrX,+
ENSG00000104824.16,38836395,38849940,chr19,-
ENSG00000148814.17,132332155,132367001,chr10,+
ENSG00000117228.9,89052319,89065230,chr1,-
ENSG00000044115.20,138753421,138935034,chr5,+
ENSG00000139974.15,60981237,61031039,chr14,+
ENSG00000160808.9,46857872,46882179,chr3,-
ENSG00000153207.14,246850578,246931978,chr1,-
ENSG00000166529.14,100049774,100065038,chr7,+
ENSG00000143106.12,109401850,109426427,chr1,-
ENSG00000241685.9,99325910,99366214,chr7,+
ENSG00000122484.8,92299085,92388159,chr1,+
chr5:132934000,132934228,132935939,chr5,+
ENSG00000118194.18,201359015,201377762,chr1,-
ENSG00000157483.8,59136366,59372900,chr15,-
ENSG00000106077.18,73736094,73738852,chr7,-
ENSG00000149532.15,61402731,61429968,chr11,-
ENSG00000117335.19,207752057,207795513,chr1,+
ENSG00000253729.7,47781907,47783007,chr8,-
chr2:242175000,242175171,242176987,chr2,+
ENSG00000115233.11,161308461,161411717,chr2,+
ENSG00000143627.17,155289519,155301001,chr1,-
ENSG00000095794.19,35127063,35211865,chr10,+
ENSG00000162642.13,85258384,85259672,chr1,-
ENSG00000139668.8,51584455,51762033,chr13,+
ENSG00000177575.12,7471180,7503776,chr12,-
chr15:66489000,66489748,66497750,chr15,-
ENSG00000084207.15,67583822,67586653,chr11,+
ENSG00000140416.19,63042751,63066013,chr15,+
ENSG00000138399.17,169559419,169573875,chr2,-
ENSG00000105127.8,15358508,15379798,chr19,-
ENSG00000163660.11,157147796,157160136,chr3,-
ENSG00000169189.16,27224995,27268794,chr16,-
ENSG00000144580.13,218568859,218596424,chr2,+
ENSG00000099817.11,1088163,1095380,chr19,-
ENSG00000164253.13,77432244,77492221,chr5,-
ENSG00000151790.8,155903693,155920406,chr4,+
ENSG00000197249.13,94378373,94388847,chr14,-
ENSG00000108883.12,44850917,44899445,chr17,-
ENSG00000127483.17,20765023,20775005,chr1,-
ENSG00000109736.14,2930568,2934816,chr4,-
ENSG00000211445.11,151020592,151028993,chr5,+
ENSG00000177192.13,131929276,131943857,chr12,+
ENSG00000129824.15,2841920,2866956,chrY,+
ENSG00000272602.5,53295,383971,chr4,+
ENSG00000165795.23,21016772,21025140,chr14,-
ENSG00000124226.10,49936399,49953481,chr20,+
ENSG00000163322.13,83460821,83485181,chr4,-
chr16:3305000,3305486,3306727,chr16,+
ENSG00000162542.13,19682240,19799344,chr1,-
ENSG00000185414.19,99181186,99197399,chr2,+
ENSG00000138802.11,109433818,109541587,chr4,+
ENSG00000181392.14,36003310,36008793,chr19,-
ENSG00000050130.17,59484528,59504705,chr14,+
ENSG00000196588.14,40429351,40636691,chr22,-
ENSG00000255152.8,31739951,31764845,chr6,+
ENSG00000134352.19,55936646,55994993,chr5,-
ENSG00000135829.16,182839369,182887751,chr1,+
ENSG00000164692.17,94394914,94431232,chr7,+
ENSG00000011198.7,43690951,43718798,chr3,+
ENSG00000104774.12,12646511,12666742,chr19,-
ENSG00000167614.13,54415840,54436719,chr19,+
ENSG00000159423.16,18882560,18902553,chr1,-
ENSG00000118473.21,66534156,66749008,chr1,+
ENSG00000083444.16,11934734,11975538,chr1,+
ENSG00000198001.13,43758967,43788083,chr12,+
ENSG00000136444.9,50478860,50485975,chr17,+
ENSG00000169347.16,20310751,20327507,chr16,-
ENSG00000198815.8,42179336,42335232,chr1,-
ENSG00000176014.12,12308241,12326563,chr18,+
ENSG00000075618.17,5594686,5606654,chr7,+
ENSG00000102181.20,150766337,150898626,chrX,-
ENSG00000188612.11,75135248,75182983,chr17,-
ENSG00000155096.13,102826357,102864193,chr8,-
ENSG00000177697.17,832952,838835,chr11,+
ENSG00000171658.8,185959971,185980115,chr3,+
ENSG00000105696.8,18612872,18621033,chr19,+
ENSG00000101052.12,43590931,43647227,chr20,+
ENSG00000103197.16,2047989,2055892,chr16,+
ENSG00000121775.17,32072935,32102861,chr1,+
ENSG00000140416.19,63042751,63066013,chr15,+
ENSG00000140400.16,75357618,75368604,chr15,-
ENSG00000167701.13,144504140,144507174,chr8,+
ENSG00000145730.20,102866010,103029730,chr5,+
ENSG00000226688.6,95872818,96090225,chr10,-
ENSG00000106565.17,150791287,150800364,chr7,-
ENSG00000182492.15,153494981,153509546,chrX,+
chr8:73052000,73052178,73054617,chr8,+
ENSG00000178980.14,47778709,47784681,chr19,+
ENSG00000134531.9,13196786,13216773,chr12,+
ENSG00000104946.12,49877702,49885534,chr19,+
ENSG00000122515.14,44748581,44768694,chr7,+
chr17:77321000,77321570,77322609,chr17,-
ENSG00000151150.21,60029690,60141016,chr10,-
ENSG00000113013.12,138555360,138575444,chr5,-
ENSG00000142173.14,46098119,46129805,chr21,+
ENSG00000124831.18,237627576,237781638,chr2,+
ENSG00000123268.8,50764078,50820543,chr12,+
ENSG00000143387.12,150796208,150808323,chr1,-
ENSG00000107938.17,125719703,125741665,chr10,+
ENSG00000215021.8,6965352,6970753,chr12,-
ENSG00000175110.11,139344019,139357033,chr3,+
ENSG00000175318.11,72164407,72197785,chr15,-
ENSG00000101294.16,31514428,31569567,chr20,+
ENSG00000103264.17,87329336,87383763,chr16,-
ENSG00000006715.15,38794496,38909229,chr7,-
ENSG00000143198.12,165631213,165655620,chr1,+
ENSG00000001084.10,53497341,53545129,chr6,-
ENSG00000142546.13,49555711,49580572,chr19,-
ENSG00000152465.17,15106373,15168693,chr10,-
ENSG00000168397.16,241637693,241672631,chr2,+
ENSG00000197448.13,143263451,143269062,chr7,+
ENSG00000020129.15,35557792,35565784,chr1,+
ENSG00000161082.12,3270614,3297076,chr19,+
ENSG00000110931.18,121240324,121296753,chr12,-
ENSG00000111647.12,100028455,100142848,chr12,-
ENSG00000010626.14,6905011,6914241,chr12,+
ENSG00000168827.14,158644528,158648703,chr3,+
chr17:56834000,56834086,56836466,chr17,+
ENSG00000120899.17,27311482,27444836,chr8,+
ENSG00000159082.17,32684209,32727939,chr21,-
ENSG00000123600.19,171323788,171434802,chr2,-
ENSG00000267216.1,58278951,58315197,chr19,+
ENSG00000068400.13,48977672,49002264,chrX,-
ENSG00000162300.11,65084223,65088400,chr11,+
ENSG00000100889.11,24094311,24104030,chr14,+
ENSG00000111142.13,95474150,95514326,chr12,+
ENSG00000148660.20,73820666,73874591,chr10,-
ENSG00000168234.12,24113353,24132644,chr18,+
ENSG00000170037.13,7932101,7949578,chr17,+
ENSG00000197111.15,53452325,53479850,chr12,+
ENSG00000204209.11,33318558,33323010,chr6,-
ENSG00000145425.9,151099628,151104652,chr4,+
ENSG00000147403.16,154398377,154400898,chrX,+
ENSG00000142046.14,41376733,41384077,chr19,+
ENSG00000256269.7,119084885,119093533,chr11,+
ENSG00000029363.16,136256863,136289784,chr6,-
ENSG00000168906.12,85539168,85545280,chr2,+
ENSG00000136682.14,113437763,113465284,chr2,+
ENSG00000111077.17,53056944,53064372,chr12,+
ENSG00000119723.16,73950310,73963065,chr14,+
ENSG00000141279.15,47531388,47623276,chr17,+
ENSG00000204564.11,30647039,30653109,chr6,+
ENSG00000070718.11,42153029,42170351,chr8,+
ENSG00000168878.16,85659113,85668203,chr2,-
ENSG00000145241.10,67472277,67545483,chr4,-
ENSG00000144596.12,14509561,14540374,chr3,-
chr4:185655000,185655842,185656742,chr4,-
ENSG00000197586.12,25195701,25226729,chr20,+
ENSG00000080189.14,46349729,46364401,chr20,-
ENSG00000119707.13,73058532,73110909,chr14,+
chr11:59781000_ENSG00000234964.4,59781077,59781751,chr11,-
ENSG00000120265.16,149749727,149811420,chr6,+
ENSG00000124193.14,43457928,43461771,chr20,+
ENSG00000153317.14,130052842,130443537,chr8,-
ENSG00000151632.17,4989789,5003861,chr10,-
ENSG00000095787.21,28533506,28619979,chr10,+
ENSG00000167468.16,1104052,1106788,chr19,+
ENSG00000149809.14,65111872,65116273,chr11,+
ENSG00000127663.14,4969113,5113340,chr19,+
ENSG00000140395.8,78283235,78299636,chr15,-
ENSG00000144810.15,99638596,99796167,chr3,+
ENSG00000140538.16,88072551,88256768,chr15,-
ENSG00000214548.14,100826118,100861023,chr14,+
ENSG00000108219.14,80454322,80519635,chr10,+
ENSG00000120694.19,31138412,31152501,chr13,-
ENSG00000167986.13,61322959,61333066,chr11,-
ENSG00000238045.9,29808649,29820366,chr16,-
ENSG00000120729.9,137867858,137887851,chr5,+
ENSG00000206113.10,2418974,2450356,chr4,+
ENSG00000225492.6,89407679,89421637,chr1,+
ENSG00000165275.9,37753803,37779318,chr9,+
ENSG00000055955.15,52813282,52830688,chr3,-
ENSG00000104522.15,143612618,143617566,chr8,-
ENSG00000153187.18,244854190,244862387,chr1,-
ENSG00000013375.15,83174269,83193293,chr6,-
ENSG00000079337.15,47745366,47758838,chr12,-
ENSG00000131148.8,85779398,85781774,chr16,-
ENSG00000116667.12,184387058,184620326,chr1,+
chr19:39420000,39420782,39421725,chr19,+
chr19:11925000,11925075,11926123,chr19,+
ENSG00000108523.15,4940299,4945172,chr17,+
ENSG00000166037.10,95790533,95832693,chr11,+
ENSG00000161204.11,184186191,184194007,chr3,+
ENSG00000164692.17,94394914,94431232,chr7,+
ENSG00000014824.13,41990527,42087534,chr4,+
ENSG00000140983.13,668086,674174,chr16,+
ENSG00000099817.11,1088148,1095380,chr19,-
ENSG00000178498.15,57604623,57609803,chr12,+
ENSG00000131018.22,152277273,152302136,chr6,-
ENSG00000144747.15,69022315,69044628,chr3,-
chr16:2065000,2065369,2065930,chr16,+
ENSG00000004534.14,49940151,50077252,chr3,+
ENSG00000171634.16,67825524,67984378,chr17,+
ENSG00000182934.11,126262922,126268982,chr11,-
ENSG00000101181.17,62183029,62203568,chr20,+
ENSG00000132254.12,6476519,6481323,chr11,-
ENSG00000132824.13,44499900,44522109,chr20,-
ENSG00000175105.6,88059274,88126575,chr3,+
ENSG00000117625.13,211259396,211316017,chr1,+
chr15:43633000,43633220,43633795,chr15,+
ENSG00000160961.11,14690049,14709250,chr19,+
ENSG00000126214.21,103629211,103686186,chr14,+
ENSG00000163481.7,218663892,218672025,chr2,-
ENSG00000168542.14,188974386,189012746,chr2,+
ENSG00000107960.10,103882542,103918205,chr10,-
ENSG00000159339.13,17308195,17364004,chr1,+
ENSG00000107175.11,35732598,35736866,chr9,+
ENSG00000100908.13,24138965,24141585,chr14,-
ENSG00000100284.20,35299856,35347994,chr22,+
ENSG00000116903.7,231332753,231337852,chr1,-
ENSG00000115840.13,171784832,171999859,chr2,-
ENSG00000171793.13,41003156,41012040,chr1,+
ENSG00000108679.12,78971256,78979947,chr17,-
ENSG00000005436.13,75652000,75710941,chr2,-
ENSG00000130595.17,1919706,1938706,chr11,+
ENSG00000197415.11,157259742,157533619,chr3,-
ENSG00000108219.14,80454265,80519635,chr10,+
ENSG00000138138.13,87754662,87818160,chr10,-
ENSG00000136819.15,129827703,129835281,chr9,-
ENSG00000114388.12,50347488,50350781,chr3,-
ENSG00000166946.13,43185439,43195198,chr15,+
ENSG00000105393.15,17267443,17279342,chr19,+
ENSG00000120697.8,36949849,36999367,chr13,-
ENSG00000164081.12,51671895,51704322,chr3,+
ENSG00000173818.16,80415458,80430343,chr17,+
chr14:34538000,34538585,34539710,chr14,-
ENSG00000089101.17,20085462,20200643,chr20,+
ENSG00000213920.8,24213943,24216070,chr14,-
chr6:28267000,28267121,28269100,chr6,+
ENSG00000120896.13,22551695,22561890,chr8,+
ENSG00000124615.17,39905525,39934497,chr6,-
ENSG00000064490.13,19192841,19201872,chr19,+
chr1:162023000,162023855,162024859,chr1,+
ENSG00000165458.13,72228468,72238938,chr11,+
ENSG00000067248.9,55256245,55307694,chr5,-
ENSG00000106853.18,111562973,111599835,chr9,-
ENSG00000176371.13,84600986,84623717,chr15,+
ENSG00000113161.15,75337232,75362104,chr5,+
ENSG00000171772.15,133554844,133565634,chr10,-
ENSG00000149925.17,30064434,30070380,chr16,+
ENSG00000166535.19,8844954,8876785,chr12,+
ENSG00000107521.18,98429151,98446862,chr10,-
ENSG00000162441.11,9930253,9943407,chr1,-
ENSG00000263072.6,3130925,3134882,chr16,-
ENSG00000106992.17,127867841,127877743,chr9,-
ENSG00000139354.10,100573683,100628286,chr12,+
ENSG00000087077.13,100867387,100873454,chr7,+
ENSG00000253352.8,30971383,30976081,chr22,+
ENSG00000148291.9,133356552,133361169,chr9,+
ENSG00000107281.9,137039470,137046056,chr9,-
ENSG00000107669.17,121781734,121928462,chr10,-
ENSG00000187109.13,76047596,76084731,chr12,-
ENSG00000139428.11,109556697,109573514,chr12,-
chr4:185426000,185426240,185430255,chr4,+
ENSG00000134352.19,55940209,55994993,chr5,-
ENSG00000102882.11,30104810,30123150,chr16,-
chr2:215371000,215371674,215372482,chr2,-
ENSG00000100749.7,96797385,96881613,chr14,+
ENSG00000065357.19,55932063,55954014,chr12,+
ENSG00000272442.2,44342660,44377166,chr6,+
ENSG00000119004.15,203239021,203298052,chr2,+
ENSG00000124357.12,71068650,71078868,chr2,+
ENSG00000110768.11,18322295,18347867,chr11,+
ENSG00000213658.11,28985123,28990783,chr16,+
ENSG00000118898.15,4891443,4937135,chr16,-
ENSG00000085511.19,161098240,161117385,chr6,+
ENSG00000150625.16,175632934,175812264,chr4,-
ENSG00000103042.8,58666372,58684723,chr16,-
ENSG00000132341.11,130872066,130876234,chr12,+
ENSG00000197894.10,99072152,99088704,chr4,-
chr16:71575000,71575584,71577130,chr16,-
ENSG00000198001.13,43758967,43788083,chr12,+
ENSG00000131002.11,19567350,19594161,chrY,+
chr11:117407000,117407218,117409811,chr11,-
ENSG00000187741.14,89737549,89765044,chr16,-
ENSG00000196549.10,155080399,155171302,chr3,+
ENSG00000064205.10,44714844,44727811,chr20,+
ENSG00000171552.12,31664452,31722548,chr20,-
ENSG00000096093.15,52420278,52480139,chr6,+
ENSG00000101166.15,59033145,59042809,chr20,-
ENSG00000100316.15,39312884,39319649,chr22,-
chr20:50958000,50958818,50961863,chr20,+
chr21:29193000,29193457,29196352,chr21,+
ENSG00000133704.9,30631959,30695869,chr12,-
ENSG00000113013.12,138555827,138575444,chr5,-
ENSG00000167699.13,760022,782279,chr17,-
ENSG00000086061.15,33025286,33039069,chr9,+
ENSG00000111652.9,6724111,6731875,chr12,+
ENSG00000114030.12,122425680,122514945,chr3,-
ENSG00000115317.11,74529940,74533152,chr2,+
ENSG00000197779.13,47836902,48002884,chrX,+
ENSG00000104205.12,66712734,66861867,chr8,+
ENSG00000166169.16,101585768,101588209,chr10,-
ENSG00000141040.14,16553110,16569204,chr17,-
ENSG00000218739.9,37196494,37204741,chr2,+
ENSG00000068438.14,48476203,48486364,chrX,+
ENSG00000185624.14,81843161,81860624,chr17,-
chr3:49029000,49029253,49030375,chr3,+
ENSG00000166278.14,31927698,31945672,chr6,+
ENSG00000108528.13,4937317,4940007,chr17,-
ENSG00000090061.17,99481409,99502877,chr14,+
ENSG00000143319.16,156722603,156728441,chr1,-
ENSG00000145388.14,118685400,118705920,chr4,+
ENSG00000170832.12,60177192,60391975,chr17,-
ENSG00000105825.11,93886591,93890753,chr7,-
ENSG00000171311.12,97436244,97446017,chr10,-
ENSG00000168958.19,227325268,227357131,chr2,+
ENSG00000181019.12,69710782,69726560,chr16,-
ENSG00000149196.15,86302243,86345662,chr11,+
ENSG00000148019.12,78236081,78272365,chr9,+
ENSG00000198185.11,46501088,46513554,chr20,-
ENSG00000214548.14,100826118,100861023,chr14,+
ENSG00000060339.13,68773059,68791552,chr10,+
ENSG00000125354.22,119619309,119633502,chrX,-
ENSG00000080189.14,46349729,46364401,chr20,-
ENSG00000162623.15,74733152,74764400,chr1,+
ENSG00000205323.8,55757271,55817756,chr12,-
ENSG00000074657.13,58864877,58982020,chr18,+
chr1:114756000,114756114,114757983,chr1,-
ENSG00000110169.10,6431049,6441064,chr11,-
ENSG00000125337.16,167999092,168040410,chr6,+
ENSG00000166825.13,89784889,89814862,chr15,-
ENSG00000140416.19,63042751,63066013,chr15,+
ENSG00000198034.10,72272603,72277300,chrX,-
ENSG00000196504.15,152655329,152717461,chr2,-
ENSG00000103042.8,58666204,58684723,chr16,-
ENSG00000069998.12,17137522,17159255,chr22,-
ENSG00000125686.11,39409661,39451286,chr17,-
ENSG00000108821.13,50185228,50201632,chr17,-
ENSG00000259024.6,15436021,15563561,chr17,-
ENSG00000134574.11,47214465,47239240,chr11,+
ENSG00000119383.19,129111336,129148946,chr9,+
ENSG00000241316.6,67654697,67751381,chr3,+
ENSG00000082213.17,31532299,31554839,chr5,+
ENSG00000257727.5,56310433,56316059,chr12,-
ENSG00000170271.10,154818491,154850603,chr5,-
ENSG00000168003.16,62881699,62888875,chr11,+
ENSG00000149743.13,64223833,64226254,chr11,-
ENSG00000122008.15,75511891,75599102,chr5,+
ENSG00000074800.13,8861002,8878676,chr1,-
ENSG00000139910.19,26471951,26597754,chr14,-
ENSG00000185158.12,32007974,32036791,chr17,+
ENSG00000140553.17,90935285,90954093,chr15,+
ENSG00000128739.21,24954948,24978548,chr15,+
ENSG00000101294.16,31514457,31569567,chr20,+
ENSG00000055483.19,78787381,78799722,chr17,-
ENSG00000112511.17,33410961,33416453,chr6,+
ENSG00000134262.12,113895060,113905070,chr1,-
ENSG00000181392.14,36003310,36008793,chr19,-
ENSG00000109736.14,2930561,2934816,chr4,-
ENSG00000126088.13,45012147,45015575,chr1,+
ENSG00000161939.19,7012622,7017525,chr17,+
ENSG00000123838.10,207104262,207144972,chr1,+
ENSG00000116688.16,11980435,12013514,chr1,+
ENSG00000181045.14,80227852,80253500,chr17,+
ENSG00000115207.13,27309492,27356767,chr2,-
ENSG00000081320.10,196137133,196171575,chr2,-
ENSG00000105419.17,47414087,47417898,chr19,-
chr11:120325000,120325307,120326850,chr11,+
ENSG00000104964.14,3052910,3062410,chr19,-
ENSG00000074800.13,8861002,8878676,chr1,-
ENSG00000163453.11,57031008,57110385,chr4,-
ENSG00000103197.16,2047989,2065412,chr16,+
ENSG00000129219.13,4807183,4823434,chr17,+
chr18:67506000,67506582,67513591,chr18,+
ENSG00000164172.18,53098062,53109778,chr5,-
ENSG00000115414.18,215360865,215436073,chr2,-
ENSG00000112473.17,33200873,33204439,chr6,+
ENSG00000004534.14,49940140,50077252,chr3,+
ENSG00000087087.18,100875111,100888664,chr7,+
ENSG00000088448.14,110903475,110915069,chr13,-
ENSG00000186625.13,149594873,149648751,chr6,-
ENSG00000105701.15,18531762,18543577,chr19,-
ENSG00000151092.16,25719275,25783498,chr3,-
ENSG00000142173.14,46098119,46132849,chr21,+
ENSG00000144199.11,97083583,97094934,chr2,-
ENSG00000065150.18,97976675,98022503,chr13,+
chrX:136197000,136197026,136199976,chrX,+
ENSG00000012822.15,53711119,53727491,chr12,-
ENSG00000002834.17,38870061,38921769,chr17,+
ENSG00000078618.21,51789196,51878771,chr1,-
chr12:54125000,54125993,54142590,chr12,+
ENSG00000163322.13,83453181,83485181,chr4,-
ENSG00000063438.16,321759,413578,chr5,+
ENSG00000170144.20,177212749,177222032,chr2,+
ENSG00000177106.14,706616,727726,chr11,+
ENSG00000073464.11,10158448,10234779,chrX,+
ENSG00000165275.9,37753803,37778972,chr9,+
ENSG00000100427.15,50074030,50085384,chr22,-
ENSG00000278535.4,36591798,36597013,chr17,+
ENSG00000159708.17,67326798,67372385,chr16,+
ENSG00000162873.14,205336510,205344195,chr1,-
ENSG00000267680.5,44094339,44109886,chr19,+
ENSG00000077782.19,38412848,38415992,chr8,-
ENSG00000140374.15,76216321,76311466,chr15,-
ENSG00000106258.13,99648198,99679966,chr7,-
ENSG00000186908.14,76764244,76853696,chr12,+
ENSG00000180370.10,196739857,196830108,chr3,+
ENSG00000162496.8,12567910,12617731,chr1,-
ENSG00000000419.12,50934867,50958550,chr20,-
chr22:20085000,20085822,20086792,chr22,+
ENSG00000110455.13,44066524,44084017,chr11,+
ENSG00000135046.13,73151865,73170393,chr9,+
ENSG00000183624.13,129278846,129305293,chr3,+
ENSG00000161542.16,76310934,76383918,chr17,-
ENSG00000144741.17,66221012,66378079,chr3,+
ENSG00000161960.14,7572828,7579005,chr17,+
ENSG00000183426.16,14937414,14952060,chr16,+
ENSG00000055955.15,52812975,52830688,chr3,-
chr4:98655000,98655166,98658570,chr4,-
